Unnamed: 0,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Converted
8093,607c69dc-8389-4e02-a1f5-ef74a1ad2456,587991.0,API,Organic Search,No,No,2.0,1468.0,2.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Modified,1.0
7189,df3b339f-ed14-4ab7-91a6-7abdae6f8d0b,594366.0,API,Google,No,No,4.0,699.0,4.0,SMS Sent,India,IT Projects Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,,,,,No,No,SMS Sent,1.0
8570,1631c8fc-c55c-472c-abc7-a6e74c9285dc,584335.0,Landing Page Submission,Google,No,No,4.0,234.0,4.0,Unreachable,India,Finance Management,Multiple Sources,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Unreachable,1.0
507,77553e85-4dcc-4000-a836-da4ca70d8358,655111.0,Lead Add Form,Welingak Website,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,1.0
4576,0e8a403b-375e-4ff2-a4cb-e07c94f07ecf,615883.0,Landing Page Submission,Google,No,No,3.0,201.0,3.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,Student of SomeSchool,Mumbai,,,,,No,No,Modified,0.0
7108,be26ddd0-9ca8-4893-841f-1576d7be6969,594961.0,API,Organic Search,No,No,4.0,763.0,2.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
8987,26b93466-f3ae-444d-95f3-8894ecb08493,581455.0,Landing Page Submission,Direct Traffic,No,No,3.0,1306.0,3.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened,1.0
6695,a11975ac-a4e3-4e4e-b035-e1601476b03c,598461.0,Landing Page Submission,Organic Search,No,No,13.0,181.0,13.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,0.0
212,b6a07644-72d3-40b7-9c75-f996c6ee96a0,658258.0,Lead Add Form,Reference,No,No,,1070.0,,,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,No,Modified,1.0
8115,a4e4dc80-930e-4d09-8a5f-66d44ae0cedd,587887.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Opened,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,Email Opened,1.0
7756,8e297760-5560-4370-a30a-74818ecc6502,590341.0,Landing Page Submission,Google,No,No,4.0,1455.0,4.0,SMS Sent,India,Supply Chain Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,SMS Sent,0.0
2686,a9c343bc-1984-4af9-ae81-7d270f8cc4d6,633910.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1.0
4020,2336e91b-815e-4693-97e2-fb82478da64a,621397.0,Landing Page Submission,Direct Traffic,No,No,3.0,458.0,1.5,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,0.0
2088,33c45a38-45d9-4838-8495-903093d397b2,639506.0,Landing Page Submission,Direct Traffic,No,No,2.0,240.0,2.0,Email Opened,,IT Projects Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,14.0,15.0,No,No,Modified,0.0
2247,913b7c82-8883-44f0-a7e1-be3196249df3,637927.0,API,Organic Search,No,No,1.0,1196.0,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15.0,16.0,No,No,Modified,1.0
6682,40ce5295-7de5-453b-85d1-07ce741fe9c6,598580.0,Landing Page Submission,Direct Traffic,No,No,2.0,62.0,1.0,Converted to Lead,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Mumbai,,,,,No,Yes,Modified,0.0
2763,5253d960-286e-4ece-afaa-ac3c8775b7aa,633122.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1.0
5077,c59522ff-86bf-49ca-a57a-3d3ba9170728,611144.0,Landing Page Submission,Google,No,No,7.0,945.0,3.5,SMS Sent,India,Finance Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,,,,,No,No,SMS Sent,1.0
7623,440c72c0-e1e4-4498-ade4-97d872b62b80,591325.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
4878,d8eda647-034c-4db1-a868-14afe4b37b99,613195.0,API,Google,No,No,2.0,916.0,2.0,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,,,,,No,No,Email Opened,1.0
1828,efc0e08e-b83f-4e11-94f3-5e3bb6869905,641725.0,Landing Page Submission,Organic Search,No,No,8.0,275.0,4.0,Email Opened,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,15.0,14.0,No,Yes,Email Opened,0.0
8905,7dcf0bee-4c99-466c-bae0-29bac3bf50f2,582057.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Thane & Outskirts,01.High,02.Medium,17.0,14.0,No,No,Email Opened,0.0
5516,06b2272d-0a56-4bcf-b1a6-7ecda5bf1e15,607611.0,Landing Page Submission,Google,Yes,No,6.0,771.0,6.0,SMS Sent,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified,1.0
2869,60d52931-f925-4771-8144-7db986709201,632194.0,Landing Page Submission,Google,No,No,4.0,1437.0,4.0,Page Visited on Website,India,Human Resource Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,,,,,No,No,Modified,0.0
3477,9bc38ed8-604d-4b5e-8af3-e7aa1d773fba,627107.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
2553,b172dfda-9ee5-45dc-abe6-56f745c7d537,634982.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Modified,0.0
1675,264b9c84-e4f6-45e9-9caa-93aa4ed8facc,643053.0,Landing Page Submission,Google,No,No,8.0,2137.0,8.0,SMS Sent,India,Finance Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,SMS Sent,1.0
5594,8cd44410-c965-4c0a-9d84-9e85624d5e85,607066.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Olark Chat Conversation,0.0
4715,777a1ffb-c73d-4a8b-8d85-7444ccee0c4c,614587.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,0.0
3852,782442c5-5572-49b3-96d4-3975369c1b54,623161.0,Landing Page Submission,Google,No,No,5.0,987.0,2.5,Email Opened,India,Human Resource Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,,,,,No,No,Email Opened,1.0
5297,6bed6102-c23e-4d28-a959-0006e1b35ff2,609170.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
3536,47ac38af-d926-494f-83d8-06fd964e6d26,626647.0,Landing Page Submission,Direct Traffic,No,No,3.0,396.0,3.0,Email Opened,United Arab Emirates,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,,,,,No,Yes,Modified,0.0
8445,0d31183e-c1a1-4e4e-9354-47d50cd27fd6,585392.0,Landing Page Submission,Direct Traffic,No,No,2.0,1486.0,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,Yes,Email Opened,1.0
8532,716a567e-f7cd-45ca-84c9-8cff0f0fd411,584579.0,Landing Page Submission,Direct Traffic,No,No,2.0,46.0,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened,0.0
4632,2dc68437-3e19-40a2-bd92-9776e52da1f0,615326.0,Landing Page Submission,Direct Traffic,Yes,No,1.0,196.0,1.0,Email Bounced,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,Modified,0.0
4675,e520386a-d1d6-460e-8334-443e70aaa74c,614906.0,Lead Add Form,Welingak Website,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
8022,3c6bbbe9-0813-4b79-a3ea-30364d9a701b,588279.0,Landing Page Submission,Direct Traffic,No,No,2.0,61.0,2.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent,0.0
4483,3cfc6ab5-010c-4ea9-ac49-9715985891c3,616661.0,Landing Page Submission,Google,No,No,4.0,1239.0,4.0,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent,0.0
6183,c337b3c9-2fb8-41e8-91f8-f542a57b8b6d,602388.0,Landing Page Submission,Direct Traffic,Yes,No,2.0,368.0,2.0,SMS Sent,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Thane & Outskirts,,,,,No,Yes,Modified,0.0
9162,bebe9383-c396-4224-ad35-463c4bcb7046,580198.0,API,Olark Chat,No,No,7.0,1516.0,3.5,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened,1.0
1743,eee137c4-d528-4fc3-8036-845a85d8d32c,642430.0,Landing Page Submission,Direct Traffic,No,No,2.0,199.0,2.0,Email Opened,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,13.0,16.0,No,Yes,Email Opened,0.0
6957,4033f8e3-ebc2-46b3-b4b4-f48a1b41666d,596282.0,Landing Page Submission,Organic Search,Yes,No,7.0,715.0,7.0,Email Bounced,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified,0.0
5401,315d4fd6-eb98-4c50-adb0-9ec0fafd2c22,608434.0,Landing Page Submission,Direct Traffic,No,No,14.0,545.0,7.0,Email Link Clicked,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,,,,,No,Yes,Email Link Clicked,0.0
8926,071f8f46-2b7e-4fa8-9d34-3a52ec8d5af2,581905.0,API,Google,No,No,1.0,14.0,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Other Leads,Select,03.Low,02.Medium,11.0,14.0,No,No,Modified,0.0
4663,27f9fe06-20a4-4ca3-955f-cb25968630fd,614996.0,API,Google,No,No,3.0,1199.0,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
5634,2f899cd4-3fcb-47e3-ba80-615a75f4355e,606750.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
8433,1b38a597-5dc8-4a2f-ad8f-ff4ebb4699a0,585440.0,Landing Page Submission,Direct Traffic,No,No,3.0,1318.0,3.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,SMS Sent,0.0
1396,16041fd6-5e14-4fbd-9396-82ae11a4a505,645355.0,Landing Page Submission,Google,No,No,2.0,861.0,2.0,SMS Sent,India,Finance Management,Online Search,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Still Thinking,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,SMS Sent,1.0
7730,2d1b5e1d-ea7a-429f-b6a0-7f711408328e,590580.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
4666,fc6f1128-4dc6-422c-a694-dc71908bd3c3,614973.0,API,Google,No,No,3.0,204.0,1.5,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
5183,fba92322-5104-4ecf-9c2c-346965811250,610159.0,Lead Add Form,Reference,No,No,,992.0,,,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified,1.0
4537,72ef2d6f-db96-4470-afab-36edfd328a5c,616149.0,Landing Page Submission,Google,No,No,4.0,1081.0,4.0,SMS Sent,India,Finance Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,,,,,No,No,SMS Sent,1.0
4381,540e2e23-517c-4470-b163-6ad9e89b8890,617750.0,API,Organic Search,No,No,2.0,122.0,2.0,Email Opened,Qatar,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened,0.0
4815,25157bbd-249b-4df0-9a6c-a367dcf59ee2,613797.0,Landing Page Submission,Organic Search,No,No,5.0,519.0,5.0,SMS Sent,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,,,,,No,No,SMS Sent,1.0
4937,413fb82a-0eaa-4e44-a0f1-07276f790d4f,612658.0,Landing Page Submission,Google,No,No,3.0,234.0,3.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Thane & Outskirts,,,,,No,No,SMS Sent,0.0
5354,1d2683af-acd6-4f0b-8e71-6fb90f377dd2,608784.0,Landing Page Submission,Direct Traffic,No,No,5.0,320.0,5.0,Page Visited on Website,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,Page Visited on Website,1.0
5730,ef984bb7-121e-4832-bb8a-153fc9116fba,605884.0,Landing Page Submission,Organic Search,No,No,11.0,30.0,5.5,Email Opened,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,0.0
7104,a7b22a95-094c-4073-bc79-7607e8d50efa,594984.0,Landing Page Submission,Direct Traffic,No,No,9.0,78.0,4.5,SMS Sent,India,Hospitality Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Metro Cities,,,,,No,No,SMS Sent,0.0
4807,7bf1e8d2-d7a4-4b54-b152-f14bd57f8edf,613858.0,API,Google,No,No,2.0,1378.0,2.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,1.0
6637,92e0399c-0a65-422a-9432-042d9f69e881,598887.0,Landing Page Submission,Direct Traffic,No,No,13.0,243.0,3.25,Email Opened,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,0.0
4781,5aed81df-0500-4003-b901-51ad6d790bfb,614080.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1.0
5985,5c43d970-a2a6-48f5-8174-c1a0837d6f03,603938.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
351,eab015ad-8e4c-4d9a-b5d1-4be654a2d138,656682.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,0.0
8075,a575cf5d-1d1f-4dd5-8e90-9167925df227,588035.0,Lead Add Form,Reference,Yes,No,0.0,0.0,0.0,SMS Sent,,Healthcare Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,No,Modified,1.0
3983,3e8e8661-1461-458c-9a83-018464e0d0c8,621856.0,Landing Page Submission,Direct Traffic,No,No,10.0,1523.0,2.5,Email Opened,India,Healthcare Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Other Cities,,,,,No,Yes,Email Opened,1.0
407,cd34872c-0078-4b7b-809a-309bd99c6603,656126.0,API,Organic Search,No,No,4.0,1341.0,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,1.0
1563,5f020238-8051-4350-ab03-bc089cfe0d9c,643923.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1.0
4210,bcace936-2436-4a74-ac45-60ba6f1d1f36,619497.0,Landing Page Submission,Google,No,No,4.0,409.0,4.0,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,No,Email Opened,1.0
3714,d12abe18-4f64-4ae9-af8e-c97647850998,624520.0,Landing Page Submission,Google,No,No,5.0,1090.0,5.0,SMS Sent,India,Hospitality Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,SMS Sent,1.0
4491,1f77dd52-b8c5-4e67-8ecd-d7fd21a2f07f,616596.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,0.0
6572,5278f55f-faf3-4847-9660-eac045b2b822,599386.0,Landing Page Submission,Direct Traffic,No,No,4.0,376.0,4.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Thane & Outskirts,,,,,No,Yes,Email Opened,0.0
2019,001b0ad3-9096-4af8-8205-912f5c6dafd8,640120.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Opened,,Rural and Agribusiness,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened,1.0
7266,e96f5622-2d52-47c9-8717-d971f4050695,593790.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
6429,e615e796-8991-4bc7-8b31-f1cc452feffb,600662.0,Landing Page Submission,Direct Traffic,No,No,2.0,1448.0,2.0,Email Link Clicked,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,,,,,No,Yes,Email Link Clicked,0.0
122,d78841e2-ac17-4986-aaab-ad2796c2a4e6,659263.0,API,Organic Search,No,No,3.0,1207.0,1.5,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,Modified,1.0
597,6be740fd-525d-11e6-96be-22000aa8e760,654186.0,Lead Import,Facebook,No,No,,103.0,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,13.0,15.0,No,No,Modified,0.0
3590,fb938991-2f1b-4e1a-ba55-e7f98c9ced9e,626142.0,Landing Page Submission,Organic Search,No,No,5.0,1221.0,5.0,Converted to Lead,India,Hospitality Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,,,,,No,Yes,Modified,1.0
836,b2dfb7a5-814d-465b-816e-63d6b3a863ca,651660.0,Lead Add Form,,Yes,No,,1378.0,,Email Bounced,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,16.0,No,No,Modified,1.0
8061,16661215-1e1e-494e-b72f-1492d2b80450,588088.0,Landing Page Submission,Google,No,No,3.0,1191.0,3.0,Email Opened,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Dual Specialization Student,Mumbai,02.Medium,01.High,15.0,19.0,No,No,Email Opened,1.0
